Posted Date,Reference Number,Payee,Address,Amount
03/12/2024,24013394071001306015110,"INDIAN WELLS TENNIS GARDEINDIAN WELLS CA","INDIAN WELLS  CA ",-10.78
03/12/2024,24013394071001307103709,"INDIAN WELLS TENNIS GARDEINDIAN WELLS CA","INDIAN WELLS  CA ",-6.47
03/12/2024,24000974071252805493852,"LEGENDS@BNP PARIBAS OP 219-2718777 CA","219-2718777   CA ",-32.63
03/11/2024,24137464070300683170610,"VILLAGE MARKET IRVINE CA","IRVINE        CA ",-4.09
03/11/2024,24801974070091442000346,"BURGER LOUNGE IRVINE IRVINE CA","IRVINE        CA ",-16.45
03/11/2024,24137464070001656638407,"WHOLEFDS IRV #10614 IRVINE CA","IRVINE        CA ",-29.93
03/11/2024,24692164069104502262467,"APPLE.COM/BILL 866-712-7753 CA","866-712-7753  CA ",-9.99
03/09/2024,24943004068796883578845,"BLIZZARD MOBIL IRVINE CA","IRVINE        CA ",-20.00
03/08/2024,24717054068870680323702,"LAN AIRLINE 0452147910844866-4359526 FL","866-4359526   FL ",-709.34
03/08/2024,24717054068870680321334,"LAN AIRLINE 0452147818093866-4359526 FL","866-4359526   FL ",-1329.30
03/08/2024,24755424067280678225761,"ANNIES TABLE IRVINE CA","IRVINE        CA ",-0.12
03/07/2024,24755424066280667087264,"ANNIES TABLE IRVINE CA","IRVINE        CA ",-0.12
03/06/2024,24755424065280658134167,"ANNIES TABLE IRVINE CA","IRVINE        CA ",-0.12
03/05/2024,24801974064091446000068,"BURGER LOUNGE IRVINE IRVINE CA","IRVINE        CA ",-16.22
03/04/2024,24137464064001461177268,"WHOLEFDS IRV #10614 IRVINE CA","IRVINE        CA ",-26.33
03/04/2024,24164074063091248248361,"TARGET 00021287 IRVINE CA","IRVINE        CA ",-87.47
03/04/2024,74208474063000008102408,"OVERLEAF SHARELATEX LONDON","",-9.00
03/04/2024,24204294062001705962039,"Subway 27688 Irvine CA","Irvine        CA ",-15.83
03/04/2024,24692164062108371262117,"TAXA VISTO EUA GDIT 703-889-2611 VA","703-889-2611  VA ",-205.00
03/02/2024,24009454061900012407661,"FREETAXUSA.COM 877-2699027 UT","877-2699027   UT ",-14.99
03/02/2024,24943004061796751744674,"BLIZZARD MOBIL IRVINE CA","IRVINE        CA ",-20.00
03/01/2024,24755424060290600268182,"ANNIES TABLE IRVINE CA","IRVINE        CA ",-0.12
03/01/2024,24755424060290600268174,"ANNIES TABLE IRVINE CA","IRVINE        CA ",-0.39
